thermal_demand_MW,electricity_price_Euro_Per_MWh,co2_price,gas_price_Euro_Per_MWh,biomass_Euro_Per_MWh
3.58794897,39.6,59.86,27.34,20
3.80538626,41.73,59.86,27.34,20
3.77051795,43.52,59.86,27.34,20
3.89973554,44.29,59.86,27.34,20
3.87881621,45.67,59.86,27.34,20
3.94823503,44.1,59.86,27.34,20
4.04128719,41.83,59.86,27.34,20
4.18697213,36.04,59.86,27.34,20
4.56213889,25.08,59.86,27.34,20
4.43431488,25.74,59.86,27.34,20
4.25598836,12.75,59.86,27.34,20
4.21932589,16.26,59.86,27.34,20
4.11893086,35.04,59.86,27.34,20
4.21405186,51.29,59.86,27.34,20
4.35466242,56.66,59.86,27.34,20
4.51678757,57.49,59.86,27.34,20
4.34287753,54.73,59.86,27.34,20
4.29687296,51.81,59.86,27.34,20
4.33713794,49.4,59.86,27.34,20
4.25523993,45.74,59.86,27.34,20
4.39412591,42.09,59.86,27.34,20
4.32440081,42.09,59.86,27.34,20
4.38093367,42.02,59.86,27.34,20
4.39248383,42.1,59.86,27.34,20
4.52494319,43.82,59.86,27.34,20
4.65717557,46.19,59.86,27.34,20
4.69774828,44.57,59.86,27.34,20
4.76821024,48.92,59.86,27.34,20
4.72980869,50.04,59.86,27.34,20
4.50829064,49.31,59.86,27.34,20
4.24478526,42.04,59.86,27.34,20
4.02399514,35.37,59.86,27.34,20
3.87361752,35.46,59.86,27.34,20
3.74973303,33.1,59.86,27.34,20
3.59882839,30.68,59.86,27.34,20
3.60052988,32.6,59.86,27.34,20
3.6605106,41.07,59.86,27.34,20
3.97902364,52.66,59.86,27.34,20
4.17428778,57.62,59.86,27.34,20
4.37127769,58.05,59.86,27.34,20
4.12934739,50.83,59.86,27.34,20
4.12001504,50.09,59.86,27.34,20
4.11448801,46.28,59.86,27.34,20
4.12945854,43.98,59.86,27.34,20
4.16688628,40.41,59.86,27.34,20
4.19175718,40.39,59.86,27.34,20
4.19614023,40.01,59.86,27.34,20
4.08529985,37.49,59.86,27.34,20
4.11617669,36.49,59.86,27.34,20
4.09195819,36.49,59.86,27.34,20
4.13811734,37.39,59.86,27.34,20
4.19739968,42.16,59.86,27.34,20
4.19828071,43.45,59.86,27.34,20
4.13492515,40.87,59.86,27.34,20
4.05965425,37.49,59.86,27.34,20
3.97342049,30.39,59.86,27.34,20
3.86140821,18.04,59.86,27.34,20
3.77649963,20.05,59.86,27.34,20
3.8598985,10.03,59.86,27.34,20
4.03169579,4.47,59.86,27.34,20
4.17180635,4.12,59.86,27.34,20
4.08243509,13.15,59.86,27.34,20
4.2239607,33.91,59.86,27.34,20
4.62044969,36.54,59.86,27.34,20
4.4857744,32.14,59.86,27.34,20
4.46464414,28.09,59.86,27.34,20
4.44299542,4.16,59.86,27.34,20
4.37092748,0.33,59.86,27.34,20
4.23467024,5.54,59.86,27.34,20
4.19930458,1.28,57.07,26.205,20
4.26996705,0.6,57.07,26.205,20
4.33703778,0.84,57.07,26.205,20
4.43020121,1.51,57.07,26.205,20
4.57680124,7.01,57.07,26.205,20
4.65165906,39.89,57.07,26.205,20
4.82622674,52.67,57.07,26.205,20
4.63883003,57.94,57.07,26.205,20
4.41813439,46.82,57.07,26.205,20
4.36161563,38.29,57.07,26.205,20
4.17923796,39.3,57.07,26.205,20
4.00779163,39.28,57.07,26.205,20
3.90542504,38.37,57.07,26.205,20
3.79263293,33.38,57.07,26.205,20
3.74008108,25.1,57.07,26.205,20
3.72147748,8.83,57.07,26.205,20
3.70592974,41.2,57.07,26.205,20
3.80965995,52.13,57.07,26.205,20
4.0651935,54.06,57.07,26.205,20
4.04433535,51.75,57.07,26.205,20
3.96694345,39.7,57.07,26.205,20
3.98871586,25.7,57.07,26.205,20
3.92579728,1.66,57.07,26.205,20
3.91977718,25.28,57.07,26.205,20
3.91862508,20.63,57.07,25.565,20
3.99628242,16.95,57.07,25.565,20
3.99370968,12.99,57.07,25.565,20
4.19037133,26.84,57.07,25.565,20
4.05535504,41.05,57.07,25.565,20
4.11266535,48.57,57.07,25.565,20
4.13845562,58.24,57.07,25.565,20
4.04056031,60.86,57.07,25.565,20
3.65160826,58.9,57.07,25.565,20
3.48122279,56.55,57.07,25.565,20
3.28989143,54.33,57.07,25.565,20
3.05623867,54.49,57.07,25.565,20
2.94537317,53.28,57.07,25.565,20
3.04535367,52.47,57.07,25.565,20
2.88040571,53.88,57.07,25.565,20
3.04426484,57.89,57.07,25.565,20
3.34481595,64.88,57.07,25.565,20
3.39888147,70.93,57.07,25.565,20
3.53229206,73.67,57.07,25.565,20
3.47898468,67.68,57.07,25.565,20
3.53933336,61.37,57.07,25.565,20
3.7393662,58.35,57.07,25.565,20
3.81791235,55.33,57.07,25.565,20
3.75645044,54.52,57.07,25.565,20
3.70238268,52.01,56.37,26.205,20
3.65926604,50.17,56.37,26.205,20
3.71176674,51.57,56.37,26.205,20
3.8734764,51.94,56.37,26.205,20
4.26675951,54.08,56.37,26.205,20
4.528428,60.9,56.37,26.205,20
4.9084085,77.26,56.37,26.205,20
5.07051783,75.33,56.37,26.205,20
5.23925317,71.79,56.37,26.205,20
5.55190556,69.17,56.37,26.205,20
5.63659204,63.06,56.37,26.205,20
5.32968459,58.08,56.37,26.205,20
5.0754404,56.22,56.37,26.205,20
4.992055,55.49,56.37,26.205,20
4.95270622,56.17,56.37,26.205,20
4.80783149,57.08,56.37,26.205,20
4.84952483,67.42,56.37,26.205,20
4.83889387,73.44,56.37,26.205,20
4.99030106,88.14,56.37,26.205,20
4.97721669,70.03,56.37,26.205,20
4.97690861,61.96,56.37,26.205,20
4.98316983,59.36,56.37,26.205,20
4.76750061,56.29,56.37,26.205,20
4.66663022,46.78,56.37,26.205,20
4.61775838,48.27,57.17,26.605,20
4.39520037,47.52,57.17,26.605,20
4.41395009,46.53,57.17,26.605,20
4.67762443,47.34,57.17,26.605,20
4.86803001,47.29,57.17,26.605,20
5.01422837,54.72,57.17,26.605,20
4.99305341,61.03,57.17,26.605,20
5.03454513,64.35,57.17,26.605,20
4.53372468,60.83,57.17,26.605,20
4.68746331,50.5,57.17,26.605,20
4.50504398,45.54,57.17,26.605,20
4.18066543,44.43,57.17,26.605,20
3.99147809,40.03,57.17,26.605,20
3.95467957,37.07,57.17,26.605,20
3.88749483,31.04,57.17,26.605,20
4.07360477,27.61,57.17,26.605,20
4.23423429,39.99,57.17,26.605,20
4.39454803,49.65,57.17,26.605,20
4.57496689,53.4,57.17,26.605,20
4.52818367,53.92,57.17,26.605,20
4.57156279,53.4,57.17,26.605,20
4.56378335,52.73,57.17,26.605,20
4.48958113,49.62,57.17,26.605,20
4.48956812,42.05,57.17,26.605,20
4.5401134,43.78,57.17,26.605,20
4.45177291,44,57.17,26.605,20
4.41470248,44.87,57.17,26.605,20
4.4642956,47.51,57.17,26.605,20
4.54178672,48.25,57.17,26.605,20
4.66024583,49.94,57.17,26.605,20
4.76240598,51.26,57.17,26.605,20
4.70219341,50.23,57.17,26.605,20
4.64225029,48.25,57.17,26.605,20
4.54545751,39.12,57.17,26.605,20
4.52624568,39.99,57.17,26.605,20
4.51470247,39.55,57.17,26.605,20
4.2312724,37.84,57.17,26.605,20
4.08730338,34.92,57.17,26.605,20
4.04705949,39.21,57.17,26.605,20
4.14949266,39.87,57.17,26.605,20
4.17318049,46.28,57.17,26.605,20
4.13689338,52.7,57.17,26.605,20
4.4636439,52.05,57.17,26.605,20
4.56463106,48.28,57.17,26.605,20
4.60809274,45.02,57.17,26.605,20
4.61158098,39.86,57.17,26.605,20
4.58209134,25.26,57.17,26.605,20
4.62581083,11.3,57.17,26.605,20
4.65017708,0.1,57.17,26.605,20
4.80131246,0,57.17,26.605,20
4.75365621,0,57.17,26.605,20
4.89646321,0,57.17,26.605,20
4.97731851,0,57.17,26.605,20
4.92998527,0,57.17,26.605,20
4.78809568,0,57.17,26.605,20
4.78889289,0,57.17,26.605,20
4.62187813,-0.01,57.17,26.605,20
4.27906586,-0.16,57.17,26.605,20
4.17236892,-3.01,57.17,26.605,20
4.04171795,-3.99,57.17,26.605,20
3.87415521,-6.55,57.17,26.605,20
3.77593203,-10,57.17,26.605,20
3.71101199,-5.04,57.17,26.605,20
3.86021295,-0.16,57.17,26.605,20
4.13508503,6.75,57.17,26.605,20
4.31300036,27.72,57.17,26.605,20
4.58285645,29.87,57.17,26.605,20
4.41029337,25.71,57.17,26.605,20
4.47117971,23.62,57.17,26.605,20
4.4709803,4.96,57.17,26.605,20
4.37267646,1.22,57.17,26.605,20
4.334118,2.87,57.17,26.605,20
4.18999851,2.48,58.41,27.91,20
4.30104853,4.11,58.41,27.91,20
4.40683409,4.91,58.41,27.91,20
4.3369075,24.42,58.41,27.91,20
4.31562888,33.88,58.41,27.91,20
4.35075799,48.77,58.41,27.91,20
4.40671843,52.64,58.41,27.91,20
4.38351653,57.5,58.41,27.91,20
4.33575448,55.89,58.41,27.91,20
4.44878031,47.64,58.41,27.91,20
4.36503255,39.99,58.41,27.91,20
4.18896271,38.97,58.41,27.91,20
3.94238027,35.61,58.41,27.91,20
4.05658894,37.39,58.41,27.91,20
3.80838177,43.11,58.41,27.91,20
3.75146782,47.17,58.41,27.91,20
4.08978242,52.44,58.41,27.91,20
4.33162698,59.93,58.41,27.91,20
4.52646416,65.41,58.41,27.91,20
4.92186339,63.84,58.41,27.91,20
4.80564028,57.71,58.41,27.91,20
4.59668515,53.04,58.41,27.91,20
4.46827194,49.62,58.41,27.91,20
4.45910559,41.81,58.41,27.91,20
4.48350809,43,61.3,27.35,20
4.51814172,43.84,61.3,27.35,20
4.44568633,45.65,61.3,27.35,20
4.41386294,49.36,61.3,27.35,20
4.4783606,52.23,61.3,27.35,20
4.68940723,59.94,61.3,27.35,20
4.56519812,82.66,61.3,27.35,20
4.50719354,77.4,61.3,27.35,20
4.0865078,65.78,61.3,27.35,20
4.0740679,50.48,61.3,27.35,20
3.89705389,45.07,61.3,27.35,20
3.84283259,37.53,61.3,27.35,20
3.67873409,30.04,61.3,27.35,20
3.40436356,26.93,61.3,27.35,20
3.44916786,29.76,61.3,27.35,20
3.66061188,39.8,61.3,27.35,20
3.91474289,48.37,61.3,27.35,20
3.88972387,52.72,61.3,27.35,20
4.18159531,51.21,61.3,27.35,20
4.11412152,43.27,61.3,27.35,20
4.06148702,39.81,61.3,27.35,20
4.21222903,32.89,61.3,27.35,20
4.22287434,4.99,61.3,27.35,20
4.33064542,7.01,61.3,27.35,20
4.28264344,4.1,63,27.1,20
4.29390124,0.86,63,27.1,20
4.51302101,0,63,27.1,20
4.59011616,-0.01,63,27.1,20
4.57264094,0,63,27.1,20
4.41422987,3.09,63,27.1,20
4.44972531,13.58,63,27.1,20
4.28178855,19.44,63,27.1,20
3.69508752,4.96,63,27.1,20
3.55102032,1.5,63,27.1,20
3.42663483,0,63,27.1,20
3.61762748,-0.09,63,27.1,20
3.57156509,-1.49,63,27.1,20
3.671108,-2.02,63,27.1,20
3.79075992,-2.08,63,27.1,20
3.99127502,-2.09,63,27.1,20
4.25017455,-1.91,63,27.1,20
4.69899072,-1.93,63,27.1,20
4.85977392,-1.9,63,27.1,20
5.30299727,-2.01,63,27.1,20
5.06670347,-2.27,63,27.1,20
4.90869172,-2.47,63,27.1,20
4.63513279,-3.09,63,27.1,20
4.35599461,-3.07,63,27.1,20
4.18293444,-3.07,63.42,29.375,20
4.28802522,-3.06,63.42,29.375,20
4.2160604,-3,63.42,29.375,20
4.19704642,-2.09,63.42,29.375,20
4.14394279,-1.07,63.42,29.375,20
4.17411029,2.4,63.42,29.375,20
4.38071354,11.71,63.42,29.375,20
4.19628159,23,63.42,29.375,20
4.13600359,22.41,63.42,29.375,20
4.2012216,6.67,63.42,29.375,20
4.02576898,0.8,63.42,29.375,20
4.2123281,0.23,63.42,29.375,20
4.36868533,0.26,63.42,29.375,20
4.1457033,0.27,63.42,29.375,20
3.87866843,4.2,63.42,29.375,20
4.12739871,8.68,63.42,29.375,20
4.05773581,22.29,63.42,29.375,20
4.17218674,25.6,63.42,29.375,20
4.36331968,25.39,63.42,29.375,20
4.33376525,21,63.42,29.375,20
4.4114827,18.82,63.42,29.375,20
4.46822451,4.94,63.42,29.375,20
4.39263697,3.46,63.42,29.375,20
4.42954834,4.16,63.42,29.375,20
4.28355933,4.15,68.01,30.732,20
4.49327892,4.37,68.01,30.732,20
4.53906457,4.93,68.01,30.732,20
4.66399298,15.56,68.01,30.732,20
4.62786751,27.51,68.01,30.732,20
4.54835627,39.52,68.01,30.732,20
4.57488822,47.45,68.01,30.732,20
4.43718255,65,68.01,30.732,20
4.31722039,65.59,68.01,30.732,20
4.01544567,42.16,68.01,30.732,20
3.8602152,24.94,68.01,30.732,20
3.90596958,20.09,68.01,30.732,20
3.76668575,4.98,68.01,30.732,20
3.78359544,0.81,68.01,30.732,20
3.88877596,0.43,68.01,30.732,20
3.9964848,17.22,68.01,30.732,20
4.25599299,39.4,68.01,30.732,20
4.43867574,39.75,68.01,30.732,20
4.6605094,30.86,68.01,30.732,20
4.46211628,23.39,68.01,30.732,20
4.51959088,19.17,68.01,30.732,20
4.59685967,14.87,68.01,30.732,20
4.67427848,4.92,68.01,30.732,20
4.66505033,0.95,68.01,30.732,20
4.75591223,0.81,68.01,30.732,20
4.70871995,1,68.01,30.732,20
4.7279451,2.98,68.01,30.732,20
4.98913369,4.1,68.01,30.732,20
4.81621373,10.01,68.01,30.732,20
4.55734337,13.1,68.01,30.732,20
4.48230501,19.65,68.01,30.732,20
4.46235011,22.47,68.01,30.732,20
4.43246548,8.8,68.01,30.732,20
4.21758221,-0.02,68.01,30.732,20
4.10830321,-4.04,68.01,30.732,20
4.07352966,-8.02,68.01,30.732,20
3.74863725,-20.2,68.01,30.732,20
3.63164667,-29.32,68.01,30.732,20
3.83299626,-31.6,68.01,30.732,20
3.87047741,-10.07,68.01,30.732,20
3.93029951,2,68.01,30.732,20
3.89167269,23.73,68.01,30.732,20
4.27230636,29.36,68.01,30.732,20
4.05888834,27.43,68.01,30.732,20
4.04585642,27.2,68.01,30.732,20
4.05920523,20.6,68.01,30.732,20
4.09192383,7.05,68.01,30.732,20
4.20104678,0.43,68.01,30.732,20
4.01393291,0.83,68.01,30.732,20
4.01423666,0.91,68.01,30.732,20
4.33776535,0.42,68.01,30.732,20
4.59428874,0.49,68.01,30.732,20
4.20836148,2.91,68.01,30.732,20
4.26647394,12.55,68.01,30.732,20
4.40298631,13,68.01,30.732,20
4.54701817,7.41,68.01,30.732,20
4.27531873,0,68.01,30.732,20
4.01129939,0.48,68.01,30.732,20
3.68275403,2.17,68.01,30.732,20
3.78989993,-2.16,68.01,30.732,20
3.43936435,-4.43,68.01,30.732,20
3.34782784,-5.08,68.01,30.732,20
3.48254737,-2.48,68.01,30.732,20
3.55016428,-1.9,68.01,30.732,20
3.70889046,1.57,68.01,30.732,20
3.79641188,21.1,68.01,30.732,20
4.16940348,13.94,68.01,30.732,20
4.18405905,1.45,68.01,30.732,20
4.37990284,0,68.01,30.732,20
4.49650641,-0.05,68.01,30.732,20
4.48230785,-0.15,68.01,30.732,20
4.54559311,-1.73,68.01,30.732,20
4.76112172,-1.69,68.17,31.145,20
4.74215388,-0.58,68.17,31.145,20
4.56446821,-0.06,68.17,31.145,20
4.69304963,0.24,68.17,31.145,20
4.74976595,22.44,68.17,31.145,20
4.62905672,48.86,68.17,31.145,20
4.35114444,123.31,68.17,31.145,20
4.00229913,99.3,68.17,31.145,20
3.75731767,54.83,68.17,31.145,20
3.59897049,52.98,68.17,31.145,20
3.30818178,47.53,68.17,31.145,20
3.23338067,43,68.17,31.145,20
3.05434575,32.89,68.17,31.145,20
3.03917636,19.5,68.17,31.145,20
2.98314822,29.94,68.17,31.145,20
2.93576019,35.58,68.17,31.145,20
3.05049483,45.29,68.17,31.145,20
3.34491136,48.6,68.17,31.145,20
3.83301201,52.34,68.17,31.145,20
3.83026225,52.4,68.17,31.145,20
3.99937663,50.23,68.17,31.145,20
4.01466248,46.4,68.17,31.145,20
4.11370225,35.01,68.17,31.145,20
4.30699217,31.05,68.17,31.145,20
4.29349504,17.79,70.61,33.14,20
4.27183443,6.65,70.61,33.14,20
4.26326968,5.49,70.61,33.14,20
4.29467999,17.9,70.61,33.14,20
4.19042844,36.22,70.61,33.14,20
4.16322418,48.8,70.61,33.14,20
3.95583971,70.37,70.61,33.14,20
3.42110798,72.54,70.61,33.14,20
3.26699148,64.81,70.61,33.14,20
3.43946291,52.05,70.61,33.14,20
3.34663907,46.15,70.61,33.14,20
3.08846374,42.96,70.61,33.14,20
2.81954872,42.37,70.61,33.14,20
2.90214175,43.21,70.61,33.14,20
2.71507976,48.53,70.61,33.14,20
2.4824454,53.39,70.61,33.14,20
2.75679926,58.02,70.61,33.14,20
3.20353303,85.81,70.61,33.14,20
3.45731222,103.68,70.61,33.14,20
3.43562655,100.55,70.61,33.14,20
3.59063406,65.26,70.61,33.14,20
3.63229355,58.67,70.61,33.14,20
3.64180771,56.38,70.61,33.14,20
3.69847887,61.58,70.61,33.14,20
3.68922148,60.34,70.61,31.29,20
3.95745964,58.36,70.61,31.29,20
4.04601321,59.11,70.61,31.29,20
4.02888607,60.15,70.61,31.29,20
3.91541487,62.88,70.61,31.29,20
3.7701322,99.54,70.61,31.29,20
3.51924139,146.43,70.61,31.29,20
3.357942,134.67,70.61,31.29,20
2.96245304,93.48,70.61,31.29,20
2.89020252,77.55,70.61,31.29,20
2.8981711,74.6,70.61,31.29,20
2.88711953,75.82,70.61,31.29,20
2.72977844,73.16,70.61,31.29,20
2.63223541,61.05,70.61,31.29,20
2.68578506,60.84,70.61,31.29,20
2.71217468,63.45,70.61,31.29,20
2.89260311,66.83,70.61,31.29,20
3.09352769,101.72,70.61,31.29,20
3.53414965,95.61,70.61,31.29,20
3.70098656,84.09,70.61,31.29,20
3.78340012,78.36,70.61,31.29,20
3.61635303,66.52,70.61,31.29,20
3.57214407,64.31,70.61,31.29,20
3.74757971,66.64,70.61,31.29,20
3.75345972,66.26,67.15,32.31,20
3.73198615,66.55,67.15,32.31,20
3.91780804,66.85,67.15,32.31,20
4.00270919,67.96,67.15,32.31,20
3.98623103,87.88,67.15,32.31,20
3.83441209,121.88,67.15,32.31,20
3.63811974,155.8,67.15,32.31,20
3.45746774,131.19,67.15,32.31,20
2.94285384,101.12,67.15,32.31,20
2.69734615,90.21,67.15,32.31,20
2.61815646,83.87,67.15,32.31,20
2.67017245,80.64,67.15,32.31,20
2.54330316,77.2,67.15,32.31,20
2.49540249,73.01,67.15,32.31,20
2.5227437,70.7,67.15,32.31,20
2.59058627,70.88,67.15,32.31,20
2.80039867,80.37,67.15,32.31,20
3.16447382,92.8,67.15,32.31,20
3.52352593,114.83,67.15,32.31,20
3.69362227,115.44,67.15,32.31,20
3.63059564,96.75,67.15,32.31,20
3.46981241,66.22,67.15,32.31,20
3.55465951,62.63,67.15,32.31,20
3.57084488,53.89,67.15,32.31,20
3.65125954,53.57,67.77,30.758,20
3.66433027,50.53,67.77,30.758,20
3.75284558,48.45,67.77,30.758,20
3.94252551,47.97,67.77,30.758,20
3.71216543,49.08,67.77,30.758,20
3.68042943,60.12,67.77,30.758,20
3.51691113,70.74,67.77,30.758,20
3.18944742,77.87,67.77,30.758,20
2.9454877,69.25,67.77,30.758,20
2.75964272,61.27,67.77,30.758,20
2.69721832,57.28,67.77,30.758,20
2.6997698,52.16,67.77,30.758,20
2.53886047,48.67,67.77,30.758,20
2.55098639,46.38,67.77,30.758,20
2.52364508,47.31,67.77,30.758,20
2.43172061,50.91,67.77,30.758,20
2.60780978,57.02,67.77,30.758,20
2.84185179,60.56,67.77,30.758,20
3.41122051,60.11,67.77,30.758,20
3.39143888,54.24,67.77,30.758,20
3.25794152,52.22,67.77,30.758,20
3.49870807,48.7,67.77,30.758,20
3.60935017,45.43,67.77,30.758,20
3.58777181,43.13,67.77,30.758,20
3.61650523,41.81,67.77,30.758,20
3.69263331,40.78,67.77,30.758,20
3.80982724,39.44,67.77,30.758,20
3.82741962,37.2,67.77,30.758,20
3.49297843,31.82,67.77,30.758,20
3.27097886,32.16,67.77,30.758,20
3.2469796,41.34,67.77,30.758,20
3.1723492,43.96,67.77,30.758,20
2.83742788,44.09,67.77,30.758,20
2.72395103,43.19,67.77,30.758,20
2.64154634,38.43,67.77,30.758,20
2.68323511,28.97,67.77,30.758,20
2.512913,12.33,67.77,30.758,20
2.52789872,10.55,67.77,30.758,20
2.58649812,18.33,67.77,30.758,20
3.0235977,37.41,67.77,30.758,20
3.40268991,46.36,67.77,30.758,20
3.58953592,52.31,67.77,30.758,20
3.61050499,63.74,67.77,30.758,20
3.54693891,65.55,67.77,30.758,20
3.60816786,64.53,67.77,30.758,20
3.61113718,63.64,67.77,30.758,20
3.67363567,53.77,67.77,30.758,20
3.68937407,59.02,67.77,30.758,20
3.69529923,58.95,67.77,30.758,20
3.64279983,59.89,67.77,30.758,20
3.59221223,60.45,67.77,30.758,20
3.73489099,61.41,67.77,30.758,20
4.04719366,61.83,67.77,30.758,20
4.21320071,61.57,67.77,30.758,20
4.53478342,60.12,67.77,30.758,20
4.66941504,60.88,67.77,30.758,20
4.52029403,54.73,67.77,30.758,20
4.78016224,43.29,67.77,30.758,20
4.75348,42.47,67.77,30.758,20
4.81582325,43.94,67.77,30.758,20
4.7447553,42.14,67.77,30.758,20
4.72857602,41.48,67.77,30.758,20
4.83446467,41.93,67.77,30.758,20
5.3014622,47.7,67.77,30.758,20
5.04318496,58.68,67.77,30.758,20
4.73023794,74.6,67.77,30.758,20
4.80164444,89.36,67.77,30.758,20
4.79953899,93.9,67.77,30.758,20
4.38748551,89.55,67.77,30.758,20
4.49434123,84.63,67.77,30.758,20
4.38010407,74.75,67.77,30.758,20
4.2749197,77.08,67.77,30.758,20
4.28761608,69.99,65.1,29.31,20
4.29497789,64.55,65.1,29.31,20
4.48618516,64.38,65.1,29.31,20
4.4984073,69.51,65.1,29.31,20
4.45518467,85.4,65.1,29.31,20
4.49694477,101.54,65.1,29.31,20
4.52855665,130.79,65.1,29.31,20
4.470869,117.46,65.1,29.31,20
4.10314852,97.05,65.1,29.31,20
4.03943107,81.86,65.1,29.31,20
3.97108737,81.24,65.1,29.31,20
3.96686982,77.05,65.1,29.31,20
3.84429674,73.33,65.1,29.31,20
4.00051721,72.76,65.1,29.31,20
3.85921496,73.78,65.1,29.31,20
3.93877361,72.35,65.1,29.31,20
3.87609856,90.94,65.1,29.31,20
3.7779995,108.33,65.1,29.31,20
4.08326704,144.82,65.1,29.31,20
4.21780547,150.39,65.1,29.31,20
4.16381846,116.55,65.1,29.31,20
4.19116257,96.12,65.1,29.31,20
4.18369807,88.5,65.1,29.31,20
4.2518433,82.98,65.1,29.31,20
4.29271891,81.5,64.28,28.415,20
4.36295563,80.02,64.28,28.415,20
4.39266845,78.56,64.28,28.415,20
4.42818395,79.32,64.28,28.415,20
4.37686514,89.7,64.28,28.415,20
4.37873517,110.07,64.28,28.415,20
4.29147897,160.43,64.28,28.415,20
4.31042388,123.15,64.28,28.415,20
4.31318154,92.37,64.28,28.415,20
4.35556124,79.01,64.28,28.415,20
4.31356126,74.08,64.28,28.415,20
4.35728724,73.94,64.28,28.415,20
4.20352317,74.9,64.28,28.415,20
4.1085974,74.08,64.28,28.415,20
4.1780375,75.33,64.28,28.415,20
4.25944775,78.31,64.28,28.415,20
4.21034282,84.29,64.28,28.415,20
4.4193119,95.02,64.28,28.415,20
4.63065481,112.06,64.28,28.415,20
4.61555376,113.72,64.28,28.415,20
4.57591821,97.88,64.28,28.415,20
4.56653349,87.93,64.28,28.415,20
4.50623568,78.27,64.28,28.415,20
4.41810345,79.84,64.28,28.415,20
4.40129593,76.1,65.35,29.02,20
4.52571103,75.31,65.35,29.02,20
4.56125281,73.07,65.35,29.02,20
4.51376851,76.04,65.35,29.02,20
4.41106163,81.83,65.35,29.02,20
4.42806184,98.91,65.35,29.02,20
4.44275094,131.32,65.35,29.02,20
4.3721712,129.23,65.35,29.02,20
4.3756196,97.08,65.35,29.02,20
4.54544605,92.97,65.35,29.02,20
4.46469786,91.04,65.35,29.02,20
4.50811368,85.62,65.35,29.02,20
4.35098381,83.48,65.35,29.02,20
4.41985927,80.55,65.35,29.02,20
4.47099944,82.69,65.35,29.02,20
4.60236874,85.15,65.35,29.02,20
4.70255514,96.09,65.35,29.02,20
4.66872054,104.04,65.35,29.02,20
5.00363191,135.2,65.35,29.02,20
5.0094578,140.69,65.35,29.02,20
4.94925866,119.99,65.35,29.02,20
4.84869425,101.93,65.35,29.02,20
4.79746392,89.41,65.35,29.02,20
4.70308207,83.5,65.35,29.02,20
4.53950344,80,65.08,29.77,20
4.40399433,77.37,65.08,29.77,20
4.36995754,76.05,65.08,29.77,20
4.50508401,75.24,65.08,29.77,20
4.61968394,84.02,65.08,29.77,20
4.80424907,102.44,65.08,29.77,20
4.90151673,130.98,65.08,29.77,20
4.76796797,114.36,65.08,29.77,20
4.67859856,92.56,65.08,29.77,20
4.81748639,80.17,65.08,29.77,20
4.94571478,78.2,65.08,29.77,20
4.89767503,73.92,65.08,29.77,20
4.47596225,69.02,65.08,29.77,20
4.66454258,66.81,65.08,29.77,20
4.61823222,69.38,65.08,29.77,20
4.53171962,72.81,65.08,29.77,20
4.60680481,79.88,65.08,29.77,20
4.58705272,95.17,65.08,29.77,20
4.76337829,130.82,65.08,29.77,20
4.78456102,139.68,65.08,29.77,20
4.7909488,107.38,65.08,29.77,20
4.67572796,89.05,65.08,29.77,20
4.55348664,78.43,65.08,29.77,20
4.64814952,79.38,65.08,29.77,20
4.72150895,73.97,65.66,28.885,20
4.6285491,72.7,65.66,28.885,20
4.67368913,72.17,65.66,28.885,20
4.73977183,76.49,65.66,28.885,20
4.67878876,81.67,65.66,28.885,20
4.61212504,91.26,65.66,28.885,20
4.48552822,101.52,65.66,28.885,20
4.21604894,95.53,65.66,28.885,20
3.74755527,80.47,65.66,28.885,20
3.65114416,77.59,65.66,28.885,20
3.5040026,72.95,65.66,28.885,20
3.40835911,70.35,65.66,28.885,20
3.25453804,68.74,65.66,28.885,20
3.3739812,65.37,65.66,28.885,20
3.4239324,69.92,65.66,28.885,20
3.61554399,71.7,65.66,28.885,20
3.83492147,80.46,65.66,28.885,20
3.90882139,92.22,65.66,28.885,20
4.14035734,119.98,65.66,28.885,20
4.18494964,122.71,65.66,28.885,20
4.4194073,100.11,65.66,28.885,20
4.46438986,81.13,65.66,28.885,20
4.49497934,78.56,65.66,28.885,20
4.66832981,72.29,65.66,28.885,20
4.72410463,68.82,65.66,28.885,20
4.54955536,68.03,65.66,28.885,20
4.50994973,68.47,65.66,28.885,20
4.70178968,68.54,65.66,28.885,20
4.56256551,71.91,65.66,28.885,20
4.48617088,70.37,65.66,28.885,20
4.32082027,70.63,65.66,28.885,20
4.10507632,68.5,65.66,28.885,20
3.94658565,59.07,65.66,28.885,20
3.692389,48.98,65.66,28.885,20
3.45925878,41.4,65.66,28.885,20
3.45963899,42.87,65.66,28.885,20
3.3479777,42.47,65.66,28.885,20
3.40845823,40.55,65.66,28.885,20
3.41123497,40.14,65.66,28.885,20
3.44261485,48.15,65.66,28.885,20
3.69728994,62.36,65.66,28.885,20
3.96877772,86,65.66,28.885,20
4.24912969,113.72,65.66,28.885,20
4.12897344,107.55,65.66,28.885,20
4.06308926,85,65.66,28.885,20
4.11320906,75.9,65.66,28.885,20
4.35840674,65.23,65.66,28.885,20
4.46331199,56.39,65.66,28.885,20
4.4712825,46.14,65.66,28.885,20
4.39549644,39.6,65.66,28.885,20
4.32384411,32.53,65.66,28.885,20
4.35432892,28.49,65.66,28.885,20
4.3017885,26.8,65.66,28.885,20
3.91478827,14.34,65.66,28.885,20
3.87022798,21.9,65.66,28.885,20
