island_id,n_pipes,total_length,max_capacity,total_costs,total_losses,loss_percent
2,6,2050,3034.840006,2435092.162132086,112.8400055524922,3.718153356664701
1,7,1650,2742.518493,1902790.347245154,87.51849313863833,3.1911723972698964
