island_id,n_pipes,total_length,max_capacity,total_costs,total_losses,loss_percent
2,3,1430,270.106494,1266865.2709036577,61.106494319137866,22.623111874954724
5,6,3141,1094.229518,3031020.587040477,150.2295179150718,13.729251079760378
4,2,1102,409.02416,1067473.0575559165,51.024159848334776,12.474607819825307
1,7,1650,2745.867942,1898164.0202507463,90.86794215077747,3.309261190638041
3,6,2360,5710.338874,3403384.6438358463,166.33887432820876,2.9129422613704024
