id,lat,lon
0,59.17823744,17.67502836
1,59.1814605,17.67256126
2,59.18163177,17.67362001
3,59.18336001,17.67275666
4,59.16867078,17.676148
5,59.16584776,17.65918513
6,59.17092223,17.65563503
7,59.17447207,17.65288048
8,59.17911751,17.64862609
9,59.1846736,17.64383209
10,59.18484932,17.65741903
11,59.18146883,17.66452378
12,59.1764,17.6677
13,59.1913944,17.6553611
